epoch,epoch_loss,split,loss,acc,precision,recall,f1,sample_fn
0,0.4097547,train,0.14561346,0.9574620014281342,0.8151901825508273,0.7567873944340532,0.7849038857210041,gumbel_soft
0,0.4097547,val,0.22156271,0.9343207291538367,0.7660275614140204,0.6213851761846901,0.6861666443043071,gumbel_soft
0,0.4097547,test,0.3195904,0.9188253997942579,0.733026113671275,0.5636664304275927,0.6372863247863247,gumbel_soft
1,0.13115287,train,0.09182095,0.9678815522944871,0.8425715583825534,0.8409000736836139,0.8417349862415249,gumbel_soft
1,0.13115287,val,0.19820257,0.936445375046188,0.7445491251682369,0.6721749696233292,0.7065134099616859,gumbel_soft
1,0.13115287,test,0.3215606,0.9212880700769974,0.7062116768861637,0.625797306874557,0.6635771543086172,gumbel_soft
2,0.09062794,train,0.071248904,0.974927500327888,0.8927441164623972,0.8793855920194978,0.88601450516818,gumbel_soft
2,0.09062794,val,0.20373234,0.9391858603276265,0.766797385620915,0.7127582017010936,0.7387909319899244,gumbel_soft
2,0.09062794,test,0.34375057,0.9199476292901898,0.6961367013372957,0.6640680368532955,0.6797243380486034,gumbel_soft
3,0.07257118,train,0.06012797,0.979517931828449,0.8965263217544058,0.8967295811369949,0.8966279399263247,gumbel_soft
3,0.07257118,val,0.19556238,0.9450363345239562,0.7765451664025357,0.7144592952612394,0.7442095937223138,gumbel_soft
3,0.07257118,test,0.35162523,0.9283643505096792,0.7157164869029276,0.6583982990786676,0.6858619416758952,gumbel_soft
4,0.064358786,train,0.0575435,0.9807566196936798,0.9084157001656858,0.901207277673865,0.9047971319638081,gumbel_soft
4,0.064358786,val,0.19942352,0.9470686045079443,0.8068611561318206,0.7258809234507898,0.7642318024817705,gumbel_soft
4,0.064358786,test,0.37689725,0.9268680445151033,0.7201858544140424,0.6591070163004961,0.6882940668558036,gumbel_soft
5,0.05860983,train,0.06020529,0.9803121493420381,0.8846914122556556,0.9132233747095165,0.8987309998605495,gumbel_soft
5,0.05860983,val,0.23589303,0.9383852691218131,0.7071578456516671,0.7370595382746051,0.7217991432651119,gumbel_soft
5,0.05860983,test,0.43273088,0.91807724679697,0.6327248735429953,0.6796598157335223,0.6553530751708428,gumbel_soft
6,0.057021618,train,0.04735395,0.9846548432695531,0.9367236251239284,0.9103893895595987,0.9233687841333716,gumbel_soft
6,0.057021618,val,0.23380709,0.9484542431333908,0.8,0.7319562575941677,0.7644670050761422,gumbel_soft
6,0.057021618,test,0.4055336,0.9312946164157236,0.7389162561576355,0.6732813607370659,0.7045735475896168,gumbel_soft
7,0.05310533,train,0.044568922,0.9850555952259512,0.9364932740603891,0.9194014623363373,0.9278686649124813,gumbel_soft
7,0.05310533,val,0.22954178,0.9472841482941249,0.8009516256938938,0.7363304981773997,0.7672828564193466,gumbel_soft
7,0.05310533,test,0.44388217,0.9288007730914305,0.7293729372937293,0.678714859437751,0.7031326480665687,gumbel_soft
8,0.051924556,train,0.05368485,0.9846111248743096,0.9399567782255709,0.9121464603525478,0.9258428259118628,gumbel_soft
8,0.051924556,val,0.28350204,0.9462064293632221,0.8081554460864806,0.7176184690157958,0.7602007980435063,gumbel_soft
8,0.051924556,test,0.52669346,0.9281461392188036,0.739444147514698,0.653673517599811,0.6939184952978056,gumbel_soft
9,0.05535675,train,0.0528614,0.9837076113726119,0.9265373269798048,0.9257495890721532,0.9261432905219584,gumbel_soft
9,0.05535675,val,0.2694349,0.9432504002956029,0.7720258835241414,0.7538274605103281,0.7628181482847659,gumbel_soft
9,0.05535675,test,0.5733914,0.922347953489822,0.7082936129647283,0.7021025277580912,0.7051844821449756,gumbel_soft
10,0.058301616,train,0.051673587,0.9842322321155331,0.9161134241026218,0.9229156039222355,0.9195019340994438,gumbel_soft
10,0.058301616,val,0.2898084,0.9429116886316049,0.7531661286317358,0.7370595382746051,0.7450257921886514,gumbel_soft
10,0.058301616,test,0.5522901,0.9261822376009228,0.6899095668729177,0.6848570753602646,0.6873740367516301,gumbel_soft
11,0.06020508,train,0.057674192,0.9833505778114572,0.9136884693189481,0.9216119707532733,0.9176331160585796,gumbel_soft
11,0.06020508,val,0.31858844,0.9411873383421604,0.7402310149913984,0.7319562575941677,0.7360703812316717,gumbel_soft
11,0.06020508,test,0.6132737,0.9240312977337198,0.6923619271445358,0.6959603118355776,0.6941564561734213,gumbel_soft
12,0.05812853,train,0.057884775,0.9826875154835983,0.908415139306588,0.9073853653006858,0.907899960301707,gumbel_soft
12,0.05812853,val,0.3350288,0.9423882251508806,0.7560478736949325,0.7215066828675577,0.7383735389206664,gumbel_soft
12,0.05812853,test,0.6365959,0.9251223541880982,0.6987623762376237,0.6669029057406095,0.682461017768645,gumbel_soft
13,0.061919253,train,0.05129812,0.9833360050130426,0.9120111731843575,0.9252961514481665,0.9186056326140168,gumbel_soft
13,0.061919253,val,0.3295875,0.9407562507697992,0.7392142684984333,0.745321992709599,0.7422555663117134,gumbel_soft
13,0.061919253,test,0.6407521,0.922722029988466,0.682446683852824,0.6879281833215214,0.6851764705882354,gumbel_soft
14,0.060490895,train,0.05322957,0.9852741872021684,0.934620245892221,0.9220654083772601,0.9283003794687438,gumbel_soft
14,0.060490895,val,0.3294818,0.9465759329966744,0.7953647616539373,0.7339003645200486,0.7633973710819009,gumbel_soft
14,0.060490895,test,0.6407444,0.9302970790860065,0.7439526505404015,0.6829671627687219,0.7121566695405838,gumbel_soft
15,0.06228405,train,0.057963368,0.9831611314320688,0.9180615245419589,0.9201949781783143,0.9191270133325784,gumbel_soft
15,0.06228405,val,0.36158836,0.9441433674097796,0.7596321153368133,0.7426488456865128,0.7510444826738757,gumbel_soft
15,0.06228405,test,0.6639409,0.9262757567255837,0.7025454545454546,0.6846208362863218,0.6934673366834171,gumbel_soft
16,0.056118794,train,0.051563337,0.9842686641115693,0.9298477449008905,0.9173043133253982,0.9235334398539147,gumbel_soft
16,0.056118794,val,0.3481849,0.9438354477152359,0.783170667370087,0.7215066828675577,0.7510751328105236,gumbel_soft
16,0.056118794,test,0.65732056,0.926805698431996,0.7294871794871794,0.6721001653673517,0.6996188368375752,gumbel_soft
17,0.05987111,train,0.05148381,0.9855510703720436,0.9326495726495726,0.9277333786770957,0.9301849799676072,gumbel_soft
17,0.05987111,val,0.3403158,0.9460524695159502,0.7834867075664622,0.7448359659781288,0.7636726049582659,gumbel_soft
17,0.05987111,test,0.64566356,0.9305776364599894,0.733083645443196,0.6935979210961493,0.7127943675649429,gumbel_soft
18,0.05966189,train,0.047094207,0.9857259439530173,0.929505240617604,0.934931700957887,0.9322105739071463,gumbel_soft
18,0.05966189,val,0.3215799,0.9455905899741347,0.7632673025189533,0.7584447144592953,0.7608483666504143,gumbel_soft
18,0.05966189,test,0.6435398,0.9271486018890863,0.6978672985781991,0.6957240727616347,0.6967940376197799,gumbel_soft
19,0.0536851,train,0.044873405,0.985623934364116,0.9304579460439809,0.9305106841240152,0.9304843143367244,gumbel_soft
19,0.0536851,val,0.32395735,0.9474073161719424,0.7697090276050733,0.7521263669501823,0.7608161258603736,gumbel_soft
19,0.0536851,test,0.6111788,0.9291748495900745,0.7104303428154631,0.6902905740609497,0.7002156721782891,gumbel_soft
20,0.053286962,train,0.04628948,0.9843415281036417,0.9191913566495878,0.9354984979878705,0.9272732380123038,gumbel_soft
20,0.053286962,val,0.32162097,0.9435275280206922,0.7556145858488288,0.7603888213851762,0.7579941860465116,gumbel_soft
20,0.053286962,test,0.641564,0.9232831447364319,0.6728268309377139,0.6966690290574061,0.6845403899721448,gumbel_soft
21,0.05344566,train,0.04632052,0.985106600020402,0.9282850527980123,0.931757637589979,0.9300181036433582,gumbel_soft
21,0.05344566,val,0.3266435,0.9456829658824979,0.7776111944027986,0.7562575941676792,0.7667857582850807,gumbel_soft
21,0.05344566,test,0.6456375,0.926805698431996,0.7054021608643457,0.6940703992440349,0.6996904024767802,gumbel_soft
22,0.05135257,train,0.050069876,0.9837148977718191,0.91250208460726,0.9303973247180185,0.9213628199371351,gumbel_soft
22,0.05135257,val,0.3416726,0.9440509915014165,0.7485422740524781,0.7487241798298906,0.7486332158911432,gumbel_soft
22,0.05135257,test,0.63061494,0.9249664889803298,0.6763888888888889,0.6902905740609497,0.6832690284110838,gumbel_soft
23,0.055956516,train,0.048418872,0.9843633873012635,0.9449093444909344,0.9216119707532733,0.9331152621158647,gumbel_soft
23,0.055956516,val,0.34182787,0.9467298928439463,0.8134728931830381,0.7365735115431349,0.7731156740211707,gumbel_soft
23,0.055956516,test,0.6539208,0.9266810062657813,0.7433651120845143,0.681549728325065,0.7111165886122751,gumbel_soft
24,0.05434404,train,0.04873937,0.9844071056965069,0.9316361556064073,0.9230289633282321,0.9273125871935768,gumbel_soft
24,0.05434404,val,0.33473742,0.9471917723857618,0.7862281603288798,0.7436208991494532,0.7643312101910827,gumbel_soft
24,0.05434404,test,0.64509326,0.9304841173353284,0.7316334259025499,0.6846208362863218,0.707346839150598,gumbel_soft
25,0.055827778,train,0.043842062,0.9851430320164382,0.9306897136078631,0.9338547866009183,0.9322695637413003,gumbel_soft
25,0.055827778,val,0.3225371,0.9480231555610297,0.7875219243297419,0.7637910085054678,0.775474956822107,gumbel_soft
25,0.055827778,test,0.63473624,0.9290501574238599,0.7119787900698964,0.6978502244271202,0.7048437127177284,gumbel_soft
26,0.051609017,train,0.044102076,0.9853907695894842,0.9243264437349465,0.9353284588788755,0.9297949064683345,gumbel_soft
26,0.051609017,val,0.33181855,0.9440509915014165,0.7572578677726275,0.7543134872417983,0.7557828098368639,gumbel_soft
26,0.051609017,test,0.6392565,0.9273044670968547,0.6955202986467569,0.7042286794235767,0.6998473999295692,gumbel_soft
27,0.05199026,train,0.048045587,0.9841593681234607,0.9253823661718399,0.9327778722439495,0.9290654020944478,gumbel_soft
27,0.05199026,val,0.3460545,0.9445436630126863,0.7665692007797271,0.7645200486026732,0.7655432534371578,gumbel_soft
27,0.05199026,test,0.6270029,0.9277720627201596,0.7086894586894587,0.705173635719348,0.7069271758436945,gumbel_soft
28,0.051782962,train,0.04713301,0.9831757042304834,0.9050428891438562,0.9388992801677719,0.921660268180048,gumbel_soft
28,0.051782962,val,0.33606425,0.9402635792585293,0.7274604267033723,0.770595382746051,0.7484068916686334,gumbel_soft
28,0.051782962,test,0.65898144,0.9193865145422239,0.6552625844410547,0.7103708953460902,0.6817048288369983,gumbel_soft
29,0.05125825,train,0.04379342,0.9849317264394282,0.9333902647309992,0.9292637306580513,0.9313224267211997,gumbel_soft
29,0.05125825,val,0.33014223,0.9492856263086586,0.7995915241256063,0.7611178614823816,0.7798804780876494,gumbel_soft
29,0.05125825,test,0.6486661,0.9287696000498769,0.7195213163799551,0.6817859673990078,0.7001455604075691,gumbel_soft
30,0.052504644,train,0.042067744,0.9860684047157575,0.9341337713088294,0.9348750212548886,0.9345042492917848,gumbel_soft
30,0.052504644,val,0.3282678,0.9475920679886686,0.7878326996197719,0.7552855407047387,0.7712158808933002,gumbel_soft
30,0.052504644,test,0.63943726,0.9292683687147355,0.7169995129079396,0.695487833687692,0.7060798656913299,gumbel_soft
31,0.050529826,train,0.045184035,0.9846111248743096,0.9236091735952234,0.9381624440287933,0.9308289281295692,gumbel_soft
31,0.050529826,val,0.34808233,0.94266535287597,0.7504812319538018,0.757958687727825,0.7542014266715028,gumbel_soft
31,0.050529826,test,0.6800915,0.9212568970354438,0.6720146688058676,0.692652964800378,0.6821777570963239,gumbel_soft
32,0.04890925,train,0.04236388,0.985172177613267,0.9444992170735951,0.9230856430312305,0.933669666915095,gumbel_soft
32,0.04890925,val,0.34968492,0.9468530607217638,0.817524115755627,0.7414337788578372,0.7776220211545813,gumbel_soft
32,0.04890925,test,0.65920126,0.9276161975123913,0.7573099415204678,0.6730451216631231,0.7126954346466542,gumbel_soft
33,0.049020804,train,0.04367352,0.9859955407236851,0.9385222463685234,0.9301706059060251,0.934327763386376,gumbel_soft
33,0.049020804,val,0.3287051,0.9489161226752063,0.8015483870967742,0.7547995139732685,0.7774718397997497,gumbel_soft
33,0.049020804,test,0.6347886,0.9312946164157236,0.733566608347913,0.6933616820222065,0.7128977410735972,gumbel_soft
34,0.051504195,train,0.04302902,0.9864327246761195,0.9434869739478958,0.9339681460069149,0.9387034294177964,gumbel_soft
34,0.051504195,val,0.34201777,0.948638994950117,0.7995883714947261,0.7552855407047387,0.7768057985503624,gumbel_soft
34,0.051504195,test,0.64802724,0.9305776364599894,0.7268414481897628,0.6876919442475785,0.7067249332362223,gumbel_soft
35,0.048582133,train,0.047188632,0.9855729295696652,0.9346446337697981,0.9264864252111319,0.9305476488671297,gumbel_soft
35,0.048582133,val,0.36447024,0.9468530607217638,0.7865602471678682,0.7424058323207776,0.7638454806850856,gumbel_soft
35,0.048582133,test,0.6735179,0.9282396583434646,0.7185929648241206,0.6756437514764942,0.6964568367222697,gumbel_soft
36,0.04782395,train,0.042271864,0.9861194095102083,0.9333785387353789,0.9362353341268492,0.9348047538200341,gumbel_soft
36,0.04782395,val,0.34256,0.9479307796526666,0.7843186372745491,0.7608748481166464,0.7724188972492907,gumbel_soft
36,0.04782395,test,0.6546744,0.9303594251691137,0.7134249216678717,0.6992676588707772,0.7062753519446433,gumbel_soft
37,0.048539236,train,0.039900202,0.9863598606840471,0.9384816753926701,0.9347049821458936,0.9365895215107198,gumbel_soft
37,0.048539236,val,0.34393397,0.9476844438970317,0.7943280531425652,0.7555285540704739,0.7744426454103873,gumbel_soft
37,0.048539236,test,0.65944487,0.9277720627201596,0.7150208282283754,0.6893456177651783,0.7019485205677172,gumbel_soft
38,0.04777753,train,0.042333134,0.9858935311347838,0.9301165657924232,0.9407130306637194,0.935384788795897,gumbel_soft
38,0.04777753,val,0.33994693,0.9465451410272201,0.7797246558197747,0.7569866342648846,0.7681874229346485,gumbel_soft
38,0.04777753,test,0.6768387,0.926151064559369,0.7090252707581227,0.6959603118355776,0.7024320457796852,gumbel_soft
39,0.049067598,train,0.04056269,0.9858425263403331,0.9381749614307754,0.9306240435300119,0.9343842476667426,gumbel_soft
39,0.049067598,val,0.35918966,0.9460216775464959,0.7911261027503892,0.740947752126367,0.7652152089346217,gumbel_soft
39,0.049067598,test,0.6902033,0.9277097166370523,0.7213653603034134,0.6739900779588944,0.6968734733756717,gumbel_soft
40,0.047567055,train,0.04362915,0.9853761967910698,0.9387312282304574,0.9318143172929774,0.9352599840709979,gumbel_soft
40,0.047567055,val,0.35614714,0.9454058381574085,0.7980843903701786,0.7492102065613608,0.7728754073702683,gumbel_soft
40,0.047567055,test,0.7047286,0.926525141058013,0.7397225077081192,0.680132293881408,0.7086769230769231,gumbel_soft
41,0.048424162,train,0.04186688,0.9859445359292345,0.938499036390432,0.938445842543785,0.9384724387133343,gumbel_soft
41,0.048424162,val,0.35059294,0.9452210863406824,0.7858590978205778,0.7535844471445929,0.7693834511847165,gumbel_soft
41,0.048424162,test,0.68378484,0.926151064559369,0.717999019127023,0.6917080085046067,0.7046083503790158,gumbel_soft
42,0.049021766,train,0.042688403,0.9859663951268562,0.9471031286210893,0.9265431049141303,0.9367103114345472,gumbel_soft
42,0.049021766,val,0.36105636,0.9487313708584801,0.8115364167995747,0.7419198055893074,0.7751682112479369,gumbel_soft
42,0.049021766,test,0.71122515,0.9293930608809502,0.7408383865014501,0.6638317977793528,0.7002242711188637,gumbel_soft
43,0.049583144,train,0.041225612,0.985623934364116,0.9241272131875451,0.9437170549226322,0.9338194054963544,gumbel_soft
43,0.049583144,val,0.35148934,0.9439586155930534,0.7549322557642025,0.7718104495747267,0.7632780581590964,gumbel_soft
43,0.049583144,test,0.7026394,0.9237819134012906,0.6807201458523245,0.7056461138672336,0.692959053474075,gumbel_soft
44,0.048895925,train,0.041681826,0.9855729295696652,0.9219736404917488,0.9436603752196339,0.9326909610375059,gumbel_soft
44,0.048895925,val,0.36081478,0.944020199531962,0.7479790775083215,0.7645200486026732,0.7561591154909267,gumbel_soft
44,0.048895925,test,0.7085213,0.9241871629414882,0.680577849117175,0.7011575714623198,0.6907144519432162,gumbel_soft
45,0.04851886,train,0.058887213,0.9862214190991097,0.9529205607476635,0.9246726747151844,0.9385841268014843,gumbel_soft
45,0.04851886,val,0.38964245,0.9496551299421111,0.8312991592080282,0.7448359659781288,0.7856959753909254,gumbel_soft
45,0.04851886,test,0.7402863,0.9333832101998192,0.7622820919175911,0.6817859673990078,0.7197904975682754,gumbel_soft
46,0.049535744,train,0.041525617,0.9863234286880109,0.9427020851185376,0.9353284588788755,0.9390007966313872,gumbel_soft
46,0.049535744,val,0.35279694,0.9461756373937678,0.7978311386522076,0.7509113001215066,0.7736604907361042,gumbel_soft
46,0.049535744,test,0.69365335,0.9289566382991988,0.7319329832458115,0.6914717694306638,0.7111273080660835,gumbel_soft
47,0.047393005,train,0.045732632,0.9866003118578861,0.9426413789127803,0.926826503429122,0.9346670477279222,gumbel_soft
47,0.047393005,val,0.37027022,0.9500246335755635,0.8116248348745047,0.7465370595382746,0.7777215189873419,gumbel_soft
47,0.047393005,test,0.7266946,0.9316998659559214,0.7437823834196892,0.6782423812898654,0.709502038798962,gumbel_soft
48,0.049364775,train,0.048168268,0.9845819792774807,0.9171362280411004,0.9409964291787111,0.9289131347041544,gumbel_soft
48,0.049364775,val,0.38160056,0.9415568419756127,0.7402168788307402,0.7630619684082625,0.7514658370228551,gumbel_soft
48,0.049364775,test,0.7592761,0.9213815892016584,0.6682561307901907,0.6952515946137491,0.6814866273011463,gumbel_soft
49,0.048730828,train,0.041725647,0.9863161422888037,0.9453008167491085,0.9315309187779856,0.938365354420623,gumbel_soft
49,0.048730828,val,0.36364472,0.9483618672250277,0.818564291348935,0.7565006075334143,0.7863096741601414,gumbel_soft
49,0.048730828,test,0.7179012,0.9300165217120234,0.7461695607763024,0.6902905740609497,0.7171432077555528,gumbel_soft
50,,train,0.03528584,0.987664126142143,0.9537069064914101,0.9376523267018081,0.9456114778930521,argmax
50,,val,0.3615997,0.9492548343392043,0.8243812532912059,0.7608748481166464,0.791355996461519,argmax
50,,test,0.72649914,0.9309517129586333,0.7518565941101152,0.6935979210961493,0.7215532071762102,argmax
